date;Ep
2026-03-01;170.7132568359375
2026-03-02;116.43633270263672
2026-03-03;189.69883728027344
2026-03-04;215.91683959960938
2026-03-05;221.73141479492188
2026-03-06;217.30516052246094
2026-03-07;58.41025161743164
2026-03-08;113.46691131591797
2026-03-09;215.1734161376953
2026-03-10;149.22842407226562
2026-03-11;110.8324966430664
2026-03-12;177.1437530517578
2026-03-13;106.4211654663086
2026-03-14;123.68616485595703
2026-03-15;188.88966369628906
2026-03-16;124.1988296508789
2026-03-17;198.60574340820312
2026-03-18;203.46133422851562
2026-03-19;162.1385040283203
2026-03-20;292.98016357421875
2026-03-21;99.00091552734375
2026-03-22;298.4193420410156
2026-03-23;232.7862548828125
2026-03-24;119.31108093261719
2026-03-25;142.64883422851562
2026-03-26;268.7376708984375
2026-03-27;331.8171691894531
2026-03-28;281.1650085449219
2026-03-29;210.55575561523438
2026-03-30;256.88775634765625
2026-03-31;329.91900634765625
