date;Ep
2026-02-01;61.046749114990234
2026-02-02;53.97999954223633
2026-02-03;70.1024169921875
2026-02-04;19.743083953857422
2026-02-05;6.73075008392334
2026-02-06;5.6907501220703125
2026-02-07;0.6307500004768372
2026-02-08;0.5210833549499512
2026-02-09;0.16066665947437286
2026-02-10;0.0
2026-02-11;0.5669166445732117
2026-02-12;0.9133333563804626
2026-02-13;3.482083320617676
2026-02-14;5.033083438873291
2026-02-15;4.667749881744385
2026-02-16;6.883416652679443
2026-02-17;2.2746665477752686
2026-02-18;17.359249114990234
2026-02-19;42.03441619873047
2026-02-20;32.116416931152344
2026-02-21;45.055999755859375
2026-02-22;2.803666591644287
2026-02-23;73.95191955566406
2026-02-24;53.25374984741211
2026-02-25;33.611083984375
2026-02-26;60.39066696166992
2026-02-27;53.700748443603516
2026-02-28;43.35041809082031
