date;Ep
2025-11-01;19.88716697692871
2025-11-02;40.53874969482422
2025-11-03;34.00408172607422
2025-11-04;16.71808433532715
2025-11-05;32.68424987792969
2025-11-06;43.470584869384766
2025-11-07;20.783750534057617
2025-11-08;5.8150835037231445
2025-11-09;10.22783374786377
2025-11-10;40.74308395385742
2025-11-11;9.958916664123535
2025-11-12;8.408249855041504
2025-11-13;11.348750114440918
2025-11-14;48.941749572753906
2025-11-15;71.46741485595703
2025-11-16;69.98091888427734
2025-11-17;61.117584228515625
2025-11-18;55.995582580566406
2025-11-19;47.79591751098633
2025-11-20;41.56050109863281
2025-11-21;57.92475128173828
2025-11-22;47.15391540527344
2025-11-23;31.91116714477539
2025-11-24;9.969833374023438
2025-11-25;15.069083213806152
2025-11-26;48.06741714477539
